q01,q02,q03,q10,q12,q13,q20,q21,q23,q30,q31,q32
0.000445,0.000146,0.000144,0.009124,0.055839,0.00352,0.013483,0.06866,0.010764,0.024079,0.001282,0.000765
0.000359,0.000285,0.000549,0.001868,0.011246,0.013552,0.020077,0.029915,0.00512,0.029214,0.000304,0.001808
0.000211,0.000349,0.000194,0.008428,0.022973,0.002693,0.009543,0.037073,0.021876,0.030511,0.00059,0.000402
0.000234,0.000127,0.000395,0.005375,0.044477,0.016172,0.00977,0.074961,0.008208,0.030919,0.000792,0.000282
0.000274,2.6e-05,0.000567,0.013074,0.034204,0.007384,0.009828,0.049725,0.017331,0.027865,0.002256,0.000557
0.000285,8e-05,0.000167,0.002732,0.049612,0.002884,0.021991,0.081046,0.019306,0.026216,0.000283,0.000789
0.000334,0.000173,0.000516,0.006252,0.033904,0.000584,0.012271,0.042617,0.029935,0.028212,0.00044,0.000416
0.000306,0.000245,0.000185,0.002827,0.027751,0.005645,0.018994,0.049921,0.022533,0.025358,0.000666,0.001491
0.000197,0.000128,0.000413,0.00471,0.013048,0.012634,0.003589,0.028493,0.01798,0.02978,0.001069,0.001056
0.000328,3.1e-05,0.000418,0.008434,0.029865,0.006007,0.014676,0.036553,0.010866,0.02652,0.000756,0.000307
0.000311,1e-05,0.000231,0.000142,0.019561,0.007844,0.021748,0.021604,0.015147,0.027263,0.000228,0.001188
0.000431,0.000175,0.000481,0.001135,0.034958,0.003954,0.018369,0.040521,0.021183,0.026634,0.00031,0.000922
0.000171,0.000332,0.000388,0.000356,0.017831,0.009475,0.017647,0.029035,0.011385,0.029,0.000162,0.000599
